strain name,CP,RFP,5.FU,H2O2,CMZ,LVAL,B.Cl.Ala,AZT,KM,6.MP,AF,NiCl,CBPC,NFLX,SDC,SXZ,FOS,KTe,PS,BZ,DCS,MMC,VCM,ATP,PLM,PHEN,3.AT,NVA,MEC,TET,M9,NQO,EDTA,SHX,PMZ,NIT,SS,BSD,GAH,FTD,EM,HSE,CCCP,ABU,PUR,DVAL,5.FOA,NMNO
CCCP3,-0.573758,-0.94211,-0.004053,-0.977124,-0.304632,-0.465193,-0.524114,-0.117143,-0.915674,1.253933,-0.397826,0.382841,3.51508,-0.070229,-0.888904,1.242907,0.547209,-1.764579,-0.080838,-0.105983,0.122499,-0.353936,0.498081,-0.851082,-0.107794,0.01236,-0.112722,0.511286,0.2316,-0.663038,0.046882,0.001305,-0.513109,-0.464069,-0.696868,-0.083746,0.301119,2.172758,-2.183348,0.56535,-1.05319,0.117822,6.265841,0.11946,-0.95776,0.68128,0.252235,-0.48192
ABUE5,-0.350254,1.036515,0.821652,-2.240295,0.491037,1.848968,1.087144,0.179494,0.046506,1.247854,-0.381549,1.818393,-0.239266,-0.225333,-0.099694,-0.0273,0.653258,-2.022358,-0.044467,-0.828014,0.693829,-1.363989,0.247315,-0.1049,0.405968,-0.09943,0.641419,2.218072,-8.985405,-0.43171,-1.706211,0.259432,3.292989,-0.950207,-0.340329,-0.716325,0.43306,-0.734163,-4.427898,0.478358,-0.901121,0.841054,1.237505,6.875389,-2.288665,0.095154,-0.710647,-0.117628
ABUE6,0.621615,-0.716206,0.572205,-3.081934,2.750973,1.897945,-0.260781,3.127645,-9.252296,0.306184,-2.472539,1.875098,3.701277,-0.169819,0.637109,2.011386,1.290623,6.910504,-2.281042,-0.096512,10.009624,-1.153256,0.500264,2.284236,-4.056498,0.223451,-0.213347,9.273476,1.180748,0.578485,-2.017543,0.170609,4.405635,3.837403,2.403774,0.799977,1.431604,-3.812472,-0.081123,0.016256,6.575682,6.733996,0.888577,7.109089,0.843561,11.088592,2.161532,2.966456
ABUE4,-0.115588,1.016507,-0.301776,-0.905079,1.912698,-0.411319,-0.165336,1.239942,0.940619,0.930786,-0.235344,2.6965,1.289519,0.303447,0.273687,-0.222627,1.084245,-1.982385,0.738288,-0.707452,-0.907105,-1.311924,0.674194,0.508453,0.859163,-0.384209,1.730954,-1.109826,-1.26643,-0.349044,-1.149217,0.231355,0.423602,0.620281,0.166187,-1.008018,-0.219213,-1.654904,-2.618993,0.827271,2.087921,-0.575127,-1.068874,1.217047,2.007156,1.486718,-0.430343,-1.111271
ABUE3,-1.05942,1.475167,0.247894,-0.60083,0.577667,-0.943943,-0.51912,1.0771,-0.003344,1.024329,1.949406,-1.426351,0.7388,0.303617,-0.945108,0.072241,0.706978,6.838522,-0.575777,-0.812312,2.160516,0.395037,-0.032328,1.535337,-0.813699,0.020957,-0.612966,-1.870138,-1.156511,-0.885998,0.047617,0.785103,-0.145713,1.644728,1.211845,-0.001577,1.59504,-1.308751,-2.427625,0.606602,-0.705035,-1.74411,1.702727,1.942836,1.331935,0.564337,0.930863,1.225139
PURE2,4.176994,2.80361,2.038814,-4.270789,2.964457,0.645161,-0.311589,1.616949,-2.167752,0.302028,7.375093,-0.210454,2.759333,1.347555,0.033331,0.453469,1.594744,5.839788,-0.250898,-2.083419,0.073811,1.110729,1.192612,5.007608,-0.982126,2.384402,0.294821,1.241467,-9.396704,1.966897,0.102666,0.218762,2.883246,1.704492,4.330462,-1.437769,1.104296,-0.562233,2.694319,-1.002983,3.635508,-0.479058,3.14473,-0.010198,6.992296,-1.204909,3.137086,1.770094
PURE3,4.050283,3.411454,0.758304,-0.324822,2.332766,0.257963,-0.125215,2.375158,-4.784219,-0.190789,4.768287,-0.302472,3.40872,0.771439,0.173458,-0.023797,0.680726,-3.322343,-1.086364,-0.022318,0.042847,0.176594,0.499738,5.059363,-2.985197,2.672194,-0.260943,0.4314,-1.578228,3.456202,-1.406894,2.205593,1.740148,1.075279,4.463813,1.050908,0.42156,-2.714743,2.595311,1.830644,2.568215,-0.902883,3.407235,0.156448,7.665086,0.674609,1.294172,1.934275
PURE1,2.510107,3.360507,-0.935166,-0.813365,1.51188,0.195922,-1.057643,1.033759,-1.635831,-0.656866,8.259872,-0.03958,2.167968,0.142504,-0.489809,-0.522924,0.171856,2.661309,-1.230982,-1.475559,-1.319326,2.293142,-0.874073,5.872246,0.599986,3.600637,-2.662358,1.810548,-10.629936,1.906942,0.102666,-1.970319,1.074666,3.078382,5.867731,-0.282011,0.196968,1.303537,-0.803767,0.393589,8.655448,-2.135004,2.876855,-2.061706,9.150592,-5.118056,-0.003559,1.801609
PURE5,4.044296,3.436111,0.165706,-0.352142,0.90522,0.336194,0.021943,1.076423,0.057575,1.382086,9.136648,1.974221,1.292943,0.908235,-0.925522,-0.81801,0.511338,3.594073,-0.84913,1.124346,-0.835369,3.228716,0.393825,3.957577,0.459483,2.189934,-0.553215,2.058323,-0.508477,3.203467,0.059894,2.183572,0.375332,2.606457,3.457174,0.05088,0.431162,0.155125,0.61655,2.557944,5.929404,0.016563,3.360326,0.719878,5.586418,0.350189,1.49031,2.148577
DVALE6,-0.270105,0.625121,-2.275058,-1.951089,-0.631718,1.227534,-0.484327,-0.540769,0.731107,-0.937663,-1.298328,-2.701175,-0.313158,0.20804,-2.241714,-1.521051,1.906432,-15.553439,-0.33877,-1.469377,1.939883,-2.18086,0.259059,-0.770564,1.915103,-1.885264,-0.674058,-1.555761,-0.370119,-2.735895,0.084472,-0.15536,0.296687,-5.757233,-0.724798,-0.285953,0.930296,-1.651454,-0.063576,-1.961123,-7.489647,0.436323,-7.466149,0.234267,-1.509146,11.827676,-3.172288,-1.915844
DVALE2,0.645876,0.041298,0.36211,-0.584897,-0.645187,0.942893,-1.330836,0.69768,0.038691,0.592151,0.59123,0.796302,0.371734,-0.164767,0.046208,1.158238,0.634709,-15.749552,-1.03784,1.198543,0.920121,-1.530481,0.265691,1.215834,1.938206,0.469499,1.413778,1.597628,-0.172151,-0.609359,0.078697,-0.76125,1.23389,0.114436,1.051262,-1.7596,1.278938,0.97968,-0.475781,-1.928318,1.311994,0.106338,2.65927,-0.373678,1.184402,13.108097,1.033873,2.026502
DVALE1,-0.158741,-0.739952,-0.421923,-2.213614,-0.384011,0.048258,0.29804,0.907675,-0.727093,1.613832,1.103087,-0.313193,1.591248,0.577715,-2.314305,-0.991788,0.591222,-2.204621,-0.216225,-1.811004,0.808299,-1.750842,-2.473307,-0.76566,0.372141,-0.588831,-0.035363,-0.136165,-0.174968,-2.094432,0.102666,-1.324632,-1.266561,-1.025268,-0.683722,-2.091949,-2.076196,-1.491731,-3.160255,-0.344267,-1.081698,1.025863,3.827182,2.026503,2.645242,13.318812,-1.844821,0.254014
DVALE5,0.420431,-2.761591,0.848291,-1.915782,-1.269173,0.113314,0.361396,0.738092,-0.776533,0.265655,-0.415561,-0.714029,1.101347,-0.075626,-1.343077,-0.153416,0.416284,-12.765541,0.25126,-1.753998,0.628803,-0.309645,-0.321593,-1.303373,-0.271825,-0.53174,0.534439,-0.604567,-0.085651,-1.836209,-0.935821,-0.179212,-1.213735,-0.779178,-1.073289,-0.748167,0.716923,0.62951,-1.123409,-0.315445,-0.853511,0.18391,2.594321,2.089575,-0.733699,11.736827,-0.462031,-0.102624
5.FOAE4,1.762313,-0.190061,0.480897,-1.025915,1.940912,-0.125727,-0.21262,1.89076,0.634494,-0.060771,1.460565,-0.227288,2.674225,0.268308,-2.062302,-1.242065,0.468675,1.0495,-1.054453,0.381309,-0.211921,-0.36596,-1.287582,1.268976,1.130331,0.392785,-1.382223,0.072993,0.293425,2.060897,-0.306742,-1.511419,-0.801022,-2.232551,0.880479,-0.684577,1.491915,1.365288,-3.378508,0.446651,1.206147,-0.097302,4.906396,0.573298,1.907673,-0.315524,10.733186,2.418437
5.FOAE6,-0.818412,-0.761202,1.020959,-1.097501,-0.318926,0.055974,0.100364,-0.154924,-0.800355,-1.94518,-0.726419,-3.559822,0.084027,-0.7057,-2.715877,-0.397353,-0.766623,-1.910462,-1.810194,-0.840645,-0.242152,-1.526229,-2.888818,-0.439092,0.233212,-1.361685,0.143719,-1.358764,-12.509881,-0.783963,0.078595,0.691833,-1.322262,-2.455655,-0.609031,-2.260198,-1.850639,0.701456,-5.763999,0.281044,-4.568218,-1.462365,0.908572,-3.442594,-2.000678,-6.181655,9.501517,-4.485594
5.FOAE3,1.261902,1.783083,0.906531,-1.713,2.037262,0.169639,-0.049447,1.605786,0.047977,-1.692874,-4.677502,-0.406491,1.696381,-1.55895,-3.339518,1.311784,1.900605,4.476523,-1.007947,0.120671,1.886094,-8.242559,1.35465,-0.479874,-3.564109,0.185327,0.258311,0.874343,1.625719,1.476137,0.102666,-2.656546,0.987598,0.665206,0.044437,-3.157965,0.76388,-0.693938,-1.212025,-5.069287,3.156484,-0.129522,-0.27687,1.332672,1.108897,-0.619198,8.04052,2.849812
5.FOAE2,-0.661645,-0.012262,-0.061384,-0.156599,-1.697657,0.095213,-0.258338,-0.722235,-1.199789,1.151464,-2.158297,1.680191,1.560622,-0.137139,-2.35551,0.378457,1.219751,3.577939,1.758756,0.339141,0.647115,-1.093918,-2.147901,-2.628376,-1.175727,-0.493887,1.068425,-2.411338,0.328002,0.499008,-0.832448,0.887298,-1.117673,-1.781599,-0.861721,-0.870322,-1.412977,0.039208,-5.230124,0.288009,-2.924257,-0.099544,-1.175673,-0.721172,-0.560523,1.530439,2.652617,-3.831955
NMNOE5,-0.35953,1.002745,0.634141,-0.986381,0.170903,0.157029,0.393734,0.885849,-0.373628,0.934989,-0.174868,0.790307,2.778813,-0.947897,-0.668885,-1.000497,-0.029005,0.701433,-0.31472,-0.209384,-0.692136,-0.497421,-2.697228,1.812886,-0.675218,0.361084,0.2337,1.297495,0.235668,-0.054649,-0.221308,0.505572,-0.257999,1.107866,1.679992,0.154709,1.646734,0.585146,-0.007247,0.212347,2.248015,0.672493,2.407258,0.97674,1.427891,0.918866,-0.58931,3.655914
NMNOE6,3.192098,2.379383,1.580085,0.363998,1.388834,0.750617,0.592988,1.063876,0.359923,-0.081964,4.890169,1.810148,0.578233,-0.690619,0.56438,2.001028,1.638007,6.048513,-0.989974,-0.029481,1.075722,-1.718511,0.966048,1.004766,0.224165,0.877591,0.466342,2.674487,-0.101146,1.028356,-0.231995,1.221193,4.084696,3.121579,0.775148,-0.115481,4.429876,0.845438,-0.070485,-0.053272,7.803047,0.076741,3.23997,1.363878,1.343841,-0.049199,3.065221,4.916327
NMNOE1,-2.607712,1.631868,-1.181113,-0.288041,-0.912801,0.0891,0.255163,0.763287,0.07838,0.826636,-0.23578,2.644884,0.522383,0.047844,-1.23759,-0.943455,-0.161112,0.063527,-0.135,0.100003,-0.526977,-0.412523,-3.506194,1.584979,0.085718,0.032914,-0.883043,1.265039,-1.02703,0.571841,-1.684454,-0.078044,-0.928355,-1.168244,1.610028,-1.02446,-0.731334,-1.610912,1.511193,-0.166571,-1.297759,1.054792,1.633751,0.447528,1.876629,-0.508833,-5.85575,3.556277
NMNOE4,2.100241,2.725643,0.115826,-1.998972,0.60069,1.375679,1.590426,-0.258301,-0.242917,-0.12508,-1.490248,-1.227636,0.015204,-1.956429,-3.458478,1.493773,1.362835,5.486806,-0.677673,-0.394002,1.119645,-7.910546,0.364236,0.927788,-4.137742,0.147863,1.940543,2.870832,-6.055787,-0.465355,0.102666,0.04573,1.187412,0.628378,1.045176,-2.597988,0.721283,-1.138856,-1.90406,-4.402467,2.691079,2.20691,3.375497,1.290442,1.405099,4.119078,1.443037,3.264404
